DOR Code,Municipality,County,Year,Population,DOR Income,DOR Income Per Capita,EQV,EQV Per Capita,Opiod Deaths,Democrat,Republican,Unemployment
210,North Andover,ESSEX,1/1/2018,"29,721","1,596,546,000","54,095","4,736,933,700","159,380",1,53.70%,40.50%,2.20
211,North Attleborough,BRISTOL,1/1/2018,"29,071","1,122,162,000","38,742","3,832,030,100","131,816",3,47.50%,45.20%,2.60
212,North Brookfield,WORCESTER,1/1/2018,"4,749","118,603,000","24,974","399,804,700","84,187",0,36.00%,56.20%,2.95
213,North Reading,MIDDLESEX,1/1/2018,"15,636","850,335,000","54,804","2,977,971,300","190,456",1,48.50%,45.20%,2.03
214,Northampton,HAMPSHIRE,1/1/2018,"28,540","933,486,000","32,714","3,523,921,000","123,473",13,82.30%,11.70%,1.92
215,Northborough,WORCESTER,1/1/2018,"15,042","774,857,000","51,955","2,719,405,300","180,787",0,58.70%,34.10%,2.52
216,Northbridge,WORCESTER,1/1/2018,"16,544","517,711,000","31,533","1,560,578,700","94,329",3,42.30%,49.30%,3.15
217,Northfield,FRANKLIN,1/1/2018,"2,992","84,849,000","28,208","459,130,600","153,453",1,60.00%,32%,2.18
218,Norton,BRISTOL,1/1/2018,"19,468","660,095,000","34,022","2,191,751,500","112,582",4,47.40%,46.20%,2.54
219,Norwell,PLYMOUTH,1/1/2018,"10,984","874,408,000","80,442","2,543,299,700","231,546",1,50.50%,44%,2.52
220,Norwood,NORFOLK,1/1/2018,"29,095","1,185,800,000","40,730","5,011,923,000","172,261",12,57.80%,36.70%,2.39
221,Oak Bluffs,DUKES,1/1/2018,"4,677","96,888,000","20,663","2,830,191,100","605,130",1,70.60%,25.00%,5.70
222,Oakham,WORCESTER,1/1/2018,"1,929","64,656,000","33,640","203,703,900","105,601",0,37.50%,55%,3.71
223,Orange,FRANKLIN,1/1/2018,"7,651","139,627,000","18,126","491,968,000","64,301",2,44.70%,46.40%,3.57
224,Orleans,BARNSTABLE,1/1/2018,"5,846","270,731,000","46,216","3,997,189,000","683,748",3,60.30%,33.90%,2.66
225,Otis,BERKSHIRE,1/1/2018,"1,576","45,385,000","28,670","651,204,800","413,201",0,47.90%,45.30%,4.03
226,Oxford,WORCESTER,1/1/2018,"13,916","380,107,000","27,435","1,330,862,700","95,635",0,40.30%,53%,2.70
227,Palmer,HAMPDEN,1/1/2018,"12,191","298,047,000","24,470","921,680,800","75,603",7,41.10%,51%,4.27
228,Paxton,WORCESTER,1/1/2018,"4,884","179,401,000","36,868","476,325,100","97,528",0,46.60%,46.20%,2.35
229,Peabody,ESSEX,1/1/2018,"52,504","1,607,439,000","30,727","7,211,777,900","137,357",9,52.00%,43.50%,2.50
230,Pelham,HAMPSHIRE,1/1/2018,"1,330","47,946,000","36,104","178,528,700","134,232",0,83.60%,11.10%,2.49
231,Pembroke,PLYMOUTH,1/1/2018,"18,273","686,989,000","37,782","2,575,492,400","140,945",0,45.10%,47.90%,2.57
232,Pepperell,MIDDLESEX,1/1/2018,"12,165","410,066,000","33,966","1,178,064,200","96,840",2,44.60%,47.20%,2.60
233,Peru,BERKSHIRE,1/1/2018,845,"15,545,000","18,418","86,536,600","102,410",0,50.60%,41.10%,4.90
234,Petersham,WORCESTER,1/1/2018,"1,246","37,025,000","29,715","155,803,200","125,043",0,52.50%,39.30%,2.28
235,Phillipston,WORCESTER,1/1/2018,"1,747","43,050,000","24,827","192,525,000","110,203",0,37.30%,54.80%,2.84
236,Pittsfield,BERKSHIRE,1/1/2018,"43,303","1,097,182,000","25,133","3,465,640,800","80,032",21,69.60%,24%,3.98
237,Plainfield,HAMPSHIRE,1/1/2018,652,"13,612,000","20,942","86,493,600","132,659",0,65.60%,26.70%,1.86
238,Plainville,NORFOLK,1/1/2018,"9,057","345,529,000","38,581","1,390,184,300","153,493",0,45.90%,46.30%,2.50
239,Plymouth,PLYMOUTH,1/1/2018,"58,890","1,957,664,000","33,573","9,660,314,400","164,040",15,48.70%,45%,2.96
240,Plympton,PLYMOUTH,1/1/2018,"2,917","102,601,000","35,465","504,133,700","172,826",0,41.50%,50.40%,2.51
241,Princeton,WORCESTER,1/1/2018,"3,470","174,316,000","50,366","467,603,100","134,756",1,52.80%,40.10%,3.19
242,Provincetown,BARNSTABLE,1/1/2018,"2,968","136,792,000","45,903","2,783,272,800","937,760",0,88.10%,9%,17.04
243,Quincy,NORFOLK,1/1/2018,"93,618","2,911,230,000","31,129","12,930,445,600","138,119",36,62.30%,32.70%,2.58
244,Randolph,NORFOLK,1/1/2018,"33,699","866,592,000","25,741","3,154,751,600","93,616",4,76.20%,20.60%,3.01
245,Raynham,BRISTOL,1/1/2018,"13,797","508,138,000","37,104","2,011,714,400","145,808",1,43.90%,50.40%,2.81
246,Reading,MIDDLESEX,1/1/2018,"25,704","1,326,944,000","52,074","4,649,555,300","180,888",1,59%,35.90%,1.84
247,Rehoboth,BRISTOL,1/1/2018,"12,008","516,147,000","43,257","1,758,293,500","146,427",2,40.90%,52.70%,2.63
248,Revere,SUFFOLK,1/1/2018,"53,422","1,151,225,000","21,629","4,907,377,600","91,861",9,61.10%,35.40%,2.70
249,Richmond,BERKSHIRE,1/1/2018,"1,429","102,261,000","71,113","400,517,600","280,278",0,71.90%,22.50%,1.93
250,Rochester,PLYMOUTH,1/1/2018,"5,494","207,825,000","38,210","868,815,700","158,139",0,41.20%,52.40%,2.73
251,Rockland,PLYMOUTH,1/1/2018,"17,832","488,378,000","27,519","1,963,877,100","110,132",9,47.20%,46.60%,2.93
252,Rockport,ESSEX,1/1/2018,"7,206","346,523,000","48,384","1,939,370,400","269,133",3,65.10%,28.60%,3.21
253,Rowe,FRANKLIN,1/1/2018,383,"11,259,000","29,093","297,787,500","777,513",0,51.90%,42.10%,3.61
254,Rowley,ESSEX,1/1/2018,"6,285","275,562,000","44,496","1,010,513,300","160,782",1,44.60%,48.10%,2.51
255,Royalston,WORCESTER,1/1/2018,"1,274","30,248,000","23,836","129,382,800","101,556",0,45.90%,47.10%,3.53
256,Russell,HAMPDEN,1/1/2018,"1,787","43,084,000","24,110","137,623,100","77,013",0,33.90%,58.50%,2.66
257,Rutland,WORCESTER,1/1/2018,"8,527","305,804,000","36,397","816,084,800","95,706",1,42.40%,49.20%,2.48
258,Salem,ESSEX,1/1/2018,"42,869","1,201,348,000","28,086","4,790,270,400","111,742",37,69.20%,25.40%,2.84
259,Salisbury,ESSEX,1/1/2018,"9,261","230,256,000","26,481","1,587,264,800","171,392",6,45.30%,48.50%,2.90
260,Sandisfield,BERKSHIRE,1/1/2018,910,"19,214,000","20,953","222,124,900","244,093",0,53.10%,39.70%,3.43
261,Sandwich,BARNSTABLE,1/1/2018,"20,445","750,561,000","36,590","4,063,013,700","198,729",4,48%,46.90%,2.87
262,Saugus,ESSEX,1/1/2018,"27,994","866,440,000","31,072","4,162,848,900","148,705",11,44.70%,51.30%,2.54
263,Savoy,BERKSHIRE,1/1/2018,677,"16,228,000","23,865","70,533,300","104,185",0,48.20%,42.70%,6.08
264,Scituate,PLYMOUTH,1/1/2018,"18,478","1,061,547,000","57,696","4,433,619,600","239,940",1,55.90%,38.20%,2.35
265,Seekonk,BRISTOL,1/1/2018,"14,968","510,804,000","34,770","2,241,360,800","149,744",1,47.80%,46.60%,2.67
266,Sharon,NORFOLK,1/1/2018,"18,173","1,136,972,000","62,653","3,353,753,400","184,546",1,70.70%,24.10%,1.80
267,Sheffield,BERKSHIRE,1/1/2018,"3,191","116,622,000","36,399","646,313,000","202,542",1,65.50%,28.00%,3.21
268,Shelburne,FRANKLIN,1/1/2018,"1,848","37,268,480","20,080","243,225,400","131,615",0,71.20%,20.10%,3.23
269,Sherborn,MIDDLESEX,1/1/2018,"4,300","847,775,000","198,032","1,231,829,100","286,472",1,67.40%,24.10%,1.27
270,Shirley,MIDDLESEX,1/1/2018,"7,400","192,199,000","26,196","627,194,900","84,756",0,49%,43.20%,2.70
271,Shrewsbury,WORCESTER,1/1/2018,"36,805","1,883,130,000","51,488","5,538,400,100","150,480",5,57.20%,36.90%,2.26
272,Shutesbury,FRANKLIN,1/1/2018,"1,764","45,850,000","25,816","226,950,300","128,657",0,78.80%,11.50%,2.17
273,Somerset,BRISTOL,1/1/2018,"18,288","514,541,000","28,143","2,108,404,600","115,289",2,49.10%,46%,2.72
274,Somerville,MIDDLESEX,1/1/2018,"80,318","2,682,684,000","33,806","12,444,120,100","154,936",8,84.60%,10.50%,1.68
275,South Hadley,HAMPSHIRE,1/1/2018,"17,743","522,764,000","29,500","1,511,272,400","85,176",1,57.60%,36.20%,2.77
276,Southampton,HAMPSHIRE,1/1/2018,"6,152","223,029,000","36,670","718,908,600","116,858",0,47.20%,45.80%,2.71
277,Southborough,WORCESTER,1/1/2018,"10,038","1,134,403,000","114,114","2,478,686,000","246,930",0,60.60%,32.80%,1.93
278,Southbridge,WORCESTER,1/1/2018,"16,865","317,801,000","18,883","977,795,700","57,978",9,54.80%,38.10%,4.00
279,Southwick,HAMPDEN,1/1/2018,"9,737","343,218,000","35,420","1,035,358,900","106,332",3,36.10%,57.30%,2.94
280,Spencer,WORCESTER,1/1/2018,"11,810","299,467,000","25,366","969,303,200","82,075",1,39.80%,53.50%,3.44
281,Springfield,HAMPDEN,1/1/2018,"154,341","2,210,367,000","14,334","7,518,915,400","48,716",112,74.60%,21%,4.94
282,Sterling,WORCESTER,1/1/2018,"7,992","371,217,000","46,747","1,034,769,600","129,476",1,44.10%,47.60%,2.63
283,Stockbridge,BERKSHIRE,1/1/2018,"1,938","65,511,000","33,630","865,718,600","446,707",1,75.60%,19.80%,2.96
284,Stoneham,MIDDLESEX,1/1/2018,"22,002","880,965,000","40,230","3,511,953,600","159,620",4,54.10%,40.90%,2.15
285,Stoughton,NORFOLK,1/1/2018,"28,431","873,375,000","30,795","3,704,878,300","130,311",7,59.90%,35.10%,2.73
286,Stow,MIDDLESEX,1/1/2018,"7,125","452,361,000","63,821","1,278,975,600","179,505",0,62.60%,29.20%,2.02
287,Sturbridge,WORCESTER,1/1/2018,"9,514","398,329,000","42,084","1,208,235,600","126,996",0,47.10%,45.10%,3.21
288,Sudbury,MIDDLESEX,1/1/2018,"18,874","2,113,870,000","112,818","4,535,401,000","240,299",0,70.60%,24.10%,2.10
289,Sunderland,FRANKLIN,1/1/2018,"3,657","98,693,000","26,863","345,157,100","94,383",1,71.80%,21%,1.95
290,Sutton,WORCESTER,1/1/2018,"9,272","421,547,000","45,800","1,316,652,900","142,003",2,41.30%,52.00%,2.34
291,Swampscott,ESSEX,1/1/2018,"14,477","968,754,000","69,261","2,701,749,700","186,624",1,64.60%,30.30%,1.89
292,Swansea,BRISTOL,1/1/2018,"16,387","490,539,000","30,137","2,116,120,800","129,134",2,45.20%,50.30%,2.90
293,Taunton,BRISTOL,1/1/2018,"56,789","1,332,051,000","23,540","4,820,997,700","84,893",37,52%,42%,3.19
294,Templeton,WORCESTER,1/1/2018,"8,176","194,856,000","23,856","590,377,600","72,209",1,38.80%,52.80%,3.02
295,Tewksbury,MIDDLESEX,1/1/2018,"30,915","1,126,301,000","37,185","4,367,128,200","141,262",5,44%,49.50%,2.60
296,Tisbury,DUKES,1/1/2018,"4,099","93,406,496","22,688","2,712,566,800","661,763",2,75.20%,18.80%,5.33
297,Tolland,HAMPDEN,1/1/2018,496,"10,847,000","22,047","208,056,500","419,469",1,32.90%,61.90%,1.67
298,Topsfield,ESSEX,1/1/2018,"6,529","458,475,000","70,600","1,346,531,300","206,239",0,53.40%,40.40%,1.81
299,Townsend,MIDDLESEX,1/1/2018,"9,515","308,469,000","32,788","837,732,800","88,043",2,41.10%,50.30%,2.37
300,Truro,BARNSTABLE,1/1/2018,"2,007","75,827,000","37,744","2,189,935,300","1,091,149",0,70.60%,23.30%,10.62
301,Tyngsborough,MIDDLESEX,1/1/2018,"12,267","504,784,000","41,529","1,511,907,700","123,250",4,45.90%,47.50%,2.18
302,Tyringham,BERKSHIRE,1/1/2018,325,"7,951,000","24,315","194,705,100","599,093",0,70.80%,24.60%,2.42
303,Upton,WORCESTER,1/1/2018,"7,725","388,616,000","50,463","1,052,676,000","136,269",1,51.10%,40%,2.74
304,Uxbridge,WORCESTER,1/1/2018,"13,892","469,132,000","34,027","1,575,033,900","113,377",0,43.20%,49.10%,2.63
305,Wakefield,MIDDLESEX,1/1/2018,"26,847","1,125,314,000","42,076","4,491,011,000","167,282",5,54.60%,39.90%,2.22
306,Wales,HAMPDEN,1/1/2018,"1,899","39,782,000","21,183","165,863,300","87,342",1,36.90%,55.70%,3.66
307,Walpole,NORFOLK,1/1/2018,"25,102","1,257,171,000","50,355","4,386,626,800","174,752",3,51.00%,43%,2.42
308,Waltham,MIDDLESEX,1/1/2018,"63,378","2,094,061,000","33,161","10,593,326,800","167,145",3,66.00%,28.90%,2.12
309,Ware,HAMPSHIRE,1/1/2018,"9,888","224,454,000","22,700","715,239,800","72,334",4,42.50%,50.20%,3.69
310,Wareham,PLYMOUTH,1/1/2018,"22,408","505,447,000","22,500","3,397,641,400","151,626",18,48.40%,45.70%,3.21
311,Warren,WORCESTER,1/1/2018,"5,189","92,774,000","17,913","356,551,300","68,713",1,38.50%,53.80%,3.59
312,Warwick,FRANKLIN,1/1/2018,762,"15,378,000","20,023","76,200,800","100,001",0,59.30%,31.10%,2.09
313,Washington,BERKSHIRE,1/1/2018,535,"14,266,000","26,665","83,619,500","156,298",0,68%,27.80%,4.83
314,Watertown,MIDDLESEX,1/1/2018,"34,319","1,435,012,000","42,032","7,048,278,500","205,375",1,72.80%,22%,1.82
315,Wayland,MIDDLESEX,1/1/2018,"13,684","2,266,638,000","167,329","3,666,349,500","267,930",1,73.70%,20.50%,2.02
316,Webster,WORCESTER,1/1/2018,"16,893","415,918,000","24,698","1,489,002,500","88,143",9,43.30%,49.70%,3.50
317,Wellesley,NORFOLK,1/1/2018,"29,000","5,577,380,000","193,176","11,749,686,900","405,162",0,72.10%,22.50%,1.92
318,Wellfleet,BARNSTABLE,1/1/2018,"2,749","101,993,000","37,075","2,410,469,400","876,853",0,70.10%,23.30%,9.05
319,Wendell,FRANKLIN,1/1/2018,870,"18,270,000","21,024","94,983,200","109,176",0,69.90%,18.10%,3.50
320,Wenham,ESSEX,1/1/2018,"5,163","378,121,000","73,579","829,008,600","160,567",2,58%,32.80%,1.84
321,West Boylston,WORCESTER,1/1/2018,"7,894","247,467,000","31,504","896,398,000","113,554",1,50.10%,43.10%,3.48
322,West Bridgewater,PLYMOUTH,1/1/2018,"7,094","239,326,000","33,957","1,101,346,700","155,250",2,40.10%,53.10%,3.01
323,West Brookfield,WORCESTER,1/1/2018,"3,780","119,174,000","31,603","354,151,700","93,691",0,42.80%,49.80%,3.50
324,West Newbury,ESSEX,1/1/2018,"4,541","282,371,000","62,889","878,936,100","193,556",0,56.80%,35.70%,1.77
325,West Springfield,HAMPDEN,1/1/2018,"28,693","758,315,000","26,492","2,683,069,700","93,510",12,47.40%,46%,3.14
326,West Stockbridge,BERKSHIRE,1/1/2018,"1,274","50,494,000","39,448","384,685,300","301,951",1,74.80%,20%,2.83
327,West Tisbury,DUKES,1/1/2018,"2,896","84,332,000","29,130","2,498,333,900","862,684",0,79.00%,15.40%,2.63
328,Westborough,WORCESTER,1/1/2018,"18,934","1,071,384,000","57,046","3,941,068,600","208,148",1,63.90%,29.40%,2.01
329,Westfield,HAMPDEN,1/1/2018,"41,690","1,052,321,000","25,291","3,199,883,800","76,754",16,44.20%,48%,3.33
330,Westford,MIDDLESEX,1/1/2018,"23,831","1,369,407,000","57,815","4,546,655,200","190,787",0,58.00%,34.80%,2.01
331,Westhampton,HAMPSHIRE,1/1/2018,"1,638","51,974,000","31,769","230,447,800","140,689",0,57%,36.80%,2.26
332,Westminster,WORCESTER,1/1/2018,"7,570","293,601,000","39,346","922,494,100","121,862",0,43.70%,48.60%,2.38
333,Weston,MIDDLESEX,1/1/2018,"12,057","3,952,543,000","329,873","6,262,837,700","519,436",0,68%,25.90%,1.52
334,Westport,BRISTOL,1/1/2018,"15,814","573,833,000","36,434","3,150,106,700","199,197",3,48.10%,47.40%,3.36
335,Westwood,NORFOLK,1/1/2018,"16,055","1,732,424,000","115,326","4,342,334,700","270,466",0,58.40%,35.50%,1.94
336,Weymouth,NORFOLK,1/1/2018,"55,957","1,784,170,000","32,005","7,069,961,500","126,346",33,53%,41.60%,2.83
337,Whately,FRANKLIN,1/1/2018,"1,518","38,636,000","25,536","279,133,700","183,883",0,58.50%,33.00%,1.32
338,Whitman,PLYMOUTH,1/1/2018,"14,849","425,636,000","28,808","1,492,979,700","100,544",1,43.70%,49.10%,2.90
339,Wilbraham,HAMPDEN,1/1/2018,"14,638","663,485,000","45,751","1,692,213,100","115,604",0,45.50%,48.70%,2.85
340,Williamsburg,HAMPSHIRE,1/1/2018,"2,469","65,181,241","26,347","309,830,700","125,488",1,71.80%,20.60%,2.90
341,Williamstown,BERKSHIRE,1/1/2018,"7,620","267,593,000","35,214","1,012,008,600","132,810",1,82.40%,13.60%,2.46
342,Wilmington,MIDDLESEX,1/1/2018,"23,534","949,959,000","40,654","4,129,321,200","175,462",2,43.30%,50.60%,2.21
343,Winchendon,WORCESTER,1/1/2018,"10,698","224,274,000","21,140","664,223,900","62,089",3,40%,51.50%,3.11
344,Winchester,MIDDLESEX,1/1/2018,"22,417","2,229,543,000","100,074","7,006,666,600","312,560",12,64.20%,30.00%,1.93
345,Windsor,BERKSHIRE,1/1/2018,895,"23,121,000","25,805","113,518,600","126,836",0,60.30%,30.60%,1.17
346,Winthrop,SUFFOLK,1/1/2018,"18,164","561,470,000","31,120","2,069,613,300","113,940",3,54.70%,40.60%,2.36
347,Woburn,MIDDLESEX,1/1/2018,"39,555","1,431,653,000","36,431","6,974,905,000","176,334",8,53.70%,41%,2.21
348,Worcester,WORCESTER,1/1/2018,"184,815","3,760,890,000","20,416","12,237,662,200","66,216",135,66.70%,27.70%,3.03
349,Worthington,HAMPSHIRE,1/1/2018,"1,188","35,017,000","29,675","167,980,800","141,398",0,57.60%,30.70%,2.86
350,Wrentham,NORFOLK,1/1/2018,"11,548","571,633,000","49,994","2,092,925,900","181,237",1,46.70%,46%,2.36
351,Yarmouth,BARNSTABLE,1/1/2018,"23,467","690,135,000","29,303","5,784,649,200","246,501",4,52.50%,42.20%,4.70
1,Abington,PLYMOUTH,1/1/2019,"16,227","557,268,000","34,342","1,892,537,300","116,629",4,47.50%,46.50%,3.04
2,Acton,MIDDLESEX,1/1/2019,"23,549","1,443,207,000","61,285","4,306,412,900","182,870",0,73.50%,20.50%,2.01
3,Acushnet,BRISTOL,1/1/2019,"10,477","308,194,000","29,416","1,105,676,500","105,534",0,43.50%,51.80%,3.47
4,Adams,BERKSHIRE,1/1/2019,"8,187","183,015,000","22,354","497,127,100","60,722",1,60.80%,32.40%,4.05
5,Agawam,HAMPDEN,1/1/2019,"28,839","813,211,000","28,198","2,949,078,000","102,260",4,42.80%,51.20%,2.95
6,Alford,BERKSHIRE,1/1/2019,495,"19,837,000","40,075","297,724,600","601,464",0,76.90%,17.70%,1.28
7,Amesbury,ESSEX,1/1/2019,"17,414","593,207,000","34,065","2,035,493,900","116,888",2,57.00%,35.60%,2.36
8,Amherst,HAMPSHIRE,1/1/2019,"39,833","695,780,000","17,467","2,348,821,000","58,967",1,84.10%,8.60%,2.03
9,Andover,ESSEX,1/1/2019,"35,299","2,776,034,000","78,643","7,972,993,500","225,870",0,59.30%,34.90%,2.20
10,Arlington,MIDDLESEX,1/1/2019,"44,815","2,535,701,000","56,582","9,073,201,400","202,459",7,83.10%,12.20%,1.80
11,Ashburnham,WORCESTER,1/1/2019,"6,209","215,228,000","34,664","600,324,900","96,686",2,77.70%,17.80%,2.49
12,Ashby,MIDDLESEX,1/1/2019,"3,226","100,304,000","31,092","288,229,500","89,346",1,44.00%,47%,2.24
13,Ashfield,FRANKLIN,1/1/2019,"1,723","45,081,000","26,164","241,758,400","140,312",0,38.60%,52.20%,2.85
14,Ashland,MIDDLESEX,1/1/2019,"17,573","833,233,000","47,416","2,509,720,800","142,817",1,74.90%,16.50%,2.05
15,Athol,WORCESTER,1/1/2019,"11,654","226,597,000","19,444","673,223,300","57,768",7,63.00%,30.70%,3.29
16,Attleboro,BRISTOL,1/1/2019,"44,284","1,382,625,000","31,222","4,266,596,600","96,346",22,42.80%,48.10%,2.88
17,Auburn,WORCESTER,1/1/2019,"16,516","551,586,000","33,397","2,042,948,200","123,695",0,51.30%,42.00%,2.53
18,Avon,NORFOLK,1/1/2019,"4,498","147,040,000","32,690","823,961,800","183,184",1,49.10%,43.80%,2.53
19,Ayer,MIDDLESEX,1/1/2019,"8,001","261,294,000","32,658","1,102,998,400","137,858",4,51.40%,43.70%,3.19
20,Barnstable,BARNSTABLE,1/1/2019,"44,331","1,677,855,000","37,848","13,665,091,900","308,251",31,53.80%,37.30%,3.71
21,Barre,WORCESTER,1/1/2019,"5,496","138,210,000","25,147","431,266,200","78,469",2,50.70%,43.90%,3.87
22,Becket,BERKSHIRE,1/1/2019,"1,762","48,089,000","27,292","518,810,500","294,444",1,42.10%,50.10%,4.23
23,Bedford,MIDDLESEX,1/1/2019,"14,171","897,532,000","63,336","3,503,731,500","247,247",4,57.00%,36.80%,2.28
24,Belchertown,HAMPSHIRE,1/1/2019,"14,929","494,255,000","33,107","1,458,257,000","97,679",3,65.30%,28.40%,2.75
25,Bellingham,NORFOLK,1/1/2019,"16,891","576,785,000","34,147","2,306,766,000","136,568",2,54.00%,38.80%,2.79
26,Belmont,MIDDLESEX,1/1/2019,"25,584","2,085,819,000","81,528","6,932,749,000","270,980",1,46.40%,46.70%,1.90
27,Berkley,BRISTOL,1/1/2019,"6,658","235,981,000","35,443","772,614,400","116,043",1,72.40%,22.00%,2.45
28,Berlin,WORCESTER,1/1/2019,"3,020","154,765,000","51,247","600,240,900","198,755",0,40.50%,54.00%,1.97
29,Bernardston,FRANKLIN,1/1/2019,"2,101","60,913,000","28,992","216,985,900","103,277",0,52.70%,38.90%,3.59
30,Beverly,ESSEX,1/1/2019,"41,186","1,745,748,000","42,387","6,145,554,700","149,215",17,59.20%,31.80%,2.35
31,Billerica,MIDDLESEX,1/1/2019,"42,683","1,531,796,000","35,888","6,134,145,700","143,714",3,61.00%,32.20%,2.44
32,Blackstone,WORCESTER,1/1/2019,"9,104","271,352,000","29,806","894,520,200","98,256",2,46.50%,48%,2.94
33,Blandford,HAMPDEN,1/1/2019,"1,259","36,451,000","28,952","174,294,800","138,439",0,41.20%,51.80%,2.43
34,Bolton,WORCESTER,1/1/2019,"5,180","389,224,000","75,140","1,007,514,900","194,501",0,36.80%,58.00%,2.37
35,Boston,SUFFOLK,1/1/2019,"667,137","30,323,113,000","45,453","143,576,209,500","215,212",258,58.90%,32.30%,2.32
36,Bourne,BARNSTABLE,1/1/2019,"19,681","654,208,000","33,241","4,397,828,000","223,456",4,81.70%,14.20%,3.34
37,Boxborough,MIDDLESEX,1/1/2019,"5,206","298,420,000","57,322","1,104,126,800","212,087",0,45.50%,49.10%,2.22
38,Boxford,ESSEX,1/1/2019,"8,253","863,306,000","104,605","1,748,702,500","211,887",1,67.70%,25.70%,1.94
39,Boylston,WORCESTER,1/1/2019,"4,534","244,186,000","53,857","686,459,600","151,403",0,49.30%,44.10%,2.46
40,Braintree,NORFOLK,1/1/2019,"37,497","1,516,139,000","40,434","6,327,219,800","168,739",9,51.60%,40.80%,2.47
41,Brewster,BARNSTABLE,1/1/2019,"9,918","318,794,000","32,143","3,720,926,000","375,169",3,52.50%,42.50%,3.57
42,Bridgewater,PLYMOUTH,1/1/2019,"27,628","869,094,000","31,457","2,684,073,900","97,150",3,57.90%,36.00%,2.48
43,Brimfield,HAMPDEN,1/1/2019,"3,741","125,530,000","33,555","417,860,100","111,697",2,44.60%,49.20%,3.44
44,Brockton,PLYMOUTH,1/1/2019,"95,314","1,915,272,000","20,094","6,479,586,800","67,981",63,39%,54.10%,3.39
45,Brookfield,WORCESTER,1/1/2019,"3,411","92,117,000","27,006","262,013,600","76,814",0,71.50%,24.80%,3.70
46,Brookline,NORFOLK,1/1/2019,"59,195","4,541,795,000","76,726","20,944,753,300","353,826",2,39.90%,52.80%,1.67
47,Buckland,FRANKLIN,1/1/2019,"1,864","38,712,950","20,769","222,381,700","119,303",0,84.90%,11.10%,1.96
48,Burlington,MIDDLESEX,1/1/2019,"25,920","1,151,815,000","44,437","6,191,239,400","238,860",15,68.50%,22.50%,2.13
49,Cambridge,MIDDLESEX,1/1/2019,"110,402","6,515,242,000","59,014","39,570,828,700","358,425",22,55%,39.70%,1.67
50,Canton,NORFOLK,1/1/2019,"22,817","1,340,372,000","58,744","4,615,563,300","202,286",0,89.20%,6.50%,2.44
51,Carlisle,MIDDLESEX,1/1/2019,"5,245","585,530,000","111,636","1,517,185,600","289,263",1,57.30%,37.40%,1.94
52,Carver,PLYMOUTH,1/1/2019,"11,629","342,777,000","29,476","1,242,705,100","106,863",5,70.40%,22.40%,2.82
53,Charlemont,FRANKLIN,1/1/2019,"1,234","31,462,000","25,496","137,142,200","111,136",0,40.90%,52.00%,4.52
54,Charlton,WORCESTER,1/1/2019,"13,406","466,890,000","34,827","1,487,604,400","110,966",0,58.20%,32.50%,2.89
55,Chatham,BARNSTABLE,1/1/2019,"6,143","348,026,000","56,654","6,588,014,300","1,072,443",0,38.00%,54.10%,3.91
56,Chelmsford,MIDDLESEX,1/1/2019,"35,149","1,822,894,000","51,862","5,436,078,900","154,658",4,53.50%,40.10%,2.31
